question_id,question_text,decomposition,program,operators,split
SPIDER_train_1888,What are the total and average enrollment of all schools?,"return schools ;return enrollments of  #1 ;return sum of  #2 ;return average of  #2 ;return #3 ,  #4","[""SELECT['schools']"", ""PROJECT['enrollments of #REF', '#1']"", ""AGGREGATE['sum', '#2']"", ""AGGREGATE['avg', '#2']"", ""UNION['#3', '#4']""]","['select', 'project', 'aggregate', 'aggregate', 'union']",train
SPIDER_train_1889,What are the mascots for schools with enrollments above the average?,return schools ;return enrollments of #1 ;return average of #2 ;return #1 where #2 is  higher than #3 ;return mascots of #4,"[""SELECT['schools']"", ""PROJECT['enrollments of #REF', '#1']"", ""AGGREGATE['avg', '#2']"", ""COMPARATIVE['#1', '#2', 'is higher than #3']"", ""PROJECT['mascots of #REF', '#4']""]","['select', 'project', 'aggregate', 'comparative', 'project']",train
SPIDER_train_189,"For each station, return its longitude and the average duration of trips that started from the station.","return stations ;return longitudes of  #1 ;return trips that  started from  #1 ;return duration of  #3 ;return average of  #4 for each #1 ;return #2 ,   #5","[""SELECT['stations']"", ""PROJECT['longitudes of #REF', '#1']"", ""PROJECT['trips that started from #REF', '#1']"", ""PROJECT['duration of #REF', '#3']"", ""GROUP['avg', '#4', '#1']"", ""UNION['#2', '#5']""]","['select', 'project', 'project', 'project', 'group', 'union']",train
SPIDER_train_1890,List the name of the school with the smallest enrollment.,return schools ;return enrollment of #1 ;return #1 where #2 is lowest ;return name of #3,"[""SELECT['schools']"", ""PROJECT['enrollment of #REF', '#1']"", ""SUPERLATIVE['min', '#1', '#2']"", ""PROJECT['name of #REF', '#3']""]","['select', 'project', 'superlative', 'project']",train
SPIDER_train_1891,"Show the average, maximum, minimum enrollment of all schools.","return schools ;return enrollments of  #1 ;return average of  #2 ;return maximum of  #2 ;return minimum of  #2 ;return #3 ,  #4 ,   #5","[""SELECT['schools']"", ""PROJECT['enrollments of #REF', '#1']"", ""AGGREGATE['avg', '#2']"", ""AGGREGATE['max', '#2']"", ""AGGREGATE['min', '#2']"", ""UNION['#3', '#4', '#5']""]","['select', 'project', 'aggregate', 'aggregate', 'aggregate', 'union']",train
SPIDER_train_1892,Show each county along with the number of schools and total enrollment in each county.,"return counties ;return schools in #1 ;return number of  #2 for each  #1 ;return enrollments of  #2 ;return sum of  #4 for each  #1 ;return #1 ,  #3 ,   #5","[""SELECT['counties']"", ""PROJECT['schools in #REF', '#1']"", ""GROUP['count', '#2', '#1']"", ""PROJECT['enrollments of #REF', '#2']"", ""GROUP['sum', '#4', '#1']"", ""UNION['#1', '#3', '#5']""]","['select', 'project', 'group', 'project', 'group', 'union']",train
SPIDER_train_1893,"How many donors have endowment for school named ""Glenn""?",return donors ;return endowment of  #1 ;return schools of  #2 ;return #1 where  #3 is Glenn ;return number of  #4,"[""SELECT['donors']"", ""PROJECT['endowment of #REF', '#1']"", ""PROJECT['schools of #REF', '#2']"", ""COMPARATIVE['#1', '#3', 'is Glenn']"", ""AGGREGATE['count', '#4']""]","['select', 'project', 'project', 'comparative', 'aggregate']",train
SPIDER_train_1894,List each donator name and the amount of endowment in descending order of the amount of endowment.,"return donators ;return names of   #1 ;return endowments of   #1 ;return amounts of   #3 ;return #2 ,  #4 ;return #5 sorted by #4","[""SELECT['donators']"", ""PROJECT['names of #REF', '#1']"", ""PROJECT['endowments of #REF', '#1']"", ""PROJECT['amounts of #REF', '#3']"", ""UNION['#2', '#4']"", ""SORT['#5', '#4']""]","['select', 'project', 'project', 'project', 'union', 'sort']",train
SPIDER_train_1895,List the names of the schools without any endowment.,return schools ;return #1 with  endowments ;return #1 besides #2 ;return names of  #3,"[""SELECT['schools']"", ""FILTER['#1', 'with endowments']"", ""DISCARD['#1', '#2']"", ""PROJECT['names of #REF', '#3']""]","['select', 'filter', 'discard', 'project']",train
SPIDER_train_1896,List all the names of schools with an endowment amount smaller than or equal to 10.,return schools ;return endowments of  #1 ;return amounts of  #2 ;return #1 where  #3 is at most 10 ;return names of  #4,"[""SELECT['schools']"", ""PROJECT['endowments of #REF', '#1']"", ""PROJECT['amounts of #REF', '#2']"", ""COMPARATIVE['#1', '#3', 'is at most 10']"", ""PROJECT['names of #REF', '#4']""]","['select', 'project', 'project', 'comparative', 'project']",train
SPIDER_train_1897,"Show the names of donors who donated to both school ""Glenn"" and ""Triton.""",return schools ;return #1 that is  Glenn ;return #1 that is  Triton ;return donors of #1 ;return #4 of both #3 and #2,"[""SELECT['schools']"", ""FILTER['#1', 'that is Glenn']"", ""FILTER['#1', 'that is Triton']"", ""PROJECT['donors of #REF', '#1']"", ""INTERSECTION['#4', '#3', '#2']""]","['select', 'filter', 'filter', 'project', 'intersection']",train
SPIDER_train_1898,Show the names of all the donors except those whose donation amount less than 9.,return donors ;return donation amounts of #1 ;return #1 where #2 is  at least 9 ;return names of #3,"[""SELECT['donors']"", ""PROJECT['donation amounts of #REF', '#1']"", ""COMPARATIVE['#1', '#2', 'is at least 9']"", ""PROJECT['names of #REF', '#3']""]","['select', 'project', 'comparative', 'project']",train
SPIDER_train_1899,List the amount and donor name for the largest amount of donation.,"return donations ;return amounts of  #1 ;return #1 where  #2 is highest ;return amount  of  #3 ;return donor names of  #3 ;return #4 ,  #5","[""SELECT['donations']"", ""PROJECT['amounts of #REF', '#1']"", ""SUPERLATIVE['max', '#1', '#2']"", ""PROJECT['amount of #REF', '#3']"", ""PROJECT['donor names of #REF', '#3']"", ""UNION['#4', '#5']""]","['select', 'project', 'superlative', 'project', 'project', 'union']",train
SPIDER_train_19,"What is the total horses record for each farm, sorted ascending?",return farms ;return horses on  #1 ;return number of  #2 for each  #1 ;return #3 sorted by ascending,"[""SELECT['farms']"", ""PROJECT['horses on #REF', '#1']"", ""GROUP['count', '#2', '#1']"", ""SORT['#3', '#3', 'ascending']""]","['select', 'project', 'group', 'sort']",train
SPIDER_train_190,"For each start station id, what is its name, longitude and average duration of trips started there?","return station ids ;return names of  #1 ;return longitudes of  #1 ;return trips started of  #1 ;return duration of  #4 ;return average of  #5 for each #1 ;return #2 ,   #3 , #6","[""SELECT['station ids']"", ""PROJECT['names of #REF', '#1']"", ""PROJECT['longitudes of #REF', '#1']"", ""PROJECT['trips started of #REF', '#1']"", ""PROJECT['duration of #REF', '#4']"", ""GROUP['avg', '#5', '#1']"", ""UNION['#2', '#3', '#6']""]","['select', 'project', 'project', 'project', 'project', 'group', 'union']",train
SPIDER_train_1900,How many budgets are above 3000 in year 2001 or before?,return budgets ;return #1 in the  year 2001 or  before ;return #2 that  are above 3000 ;return the  number of  #3,"[""SELECT['budgets']"", ""FILTER['#1', 'in the year 2001 or before']"", ""FILTER['#2', 'that are above 3000']"", ""AGGREGATE['count', '#3']""]","['select', 'filter', 'filter', 'aggregate']",train
SPIDER_train_1901,Count the number of budgets in year 2001 or before whose budgeted amount is greater than 3000,return budgets ;return year of  #1 ;return budgeted amounts of  #1 ;return #1 where  #2 is  2001 or  before ;return #4 where  #3 is  greater than  3000 ;return the number of #5,"[""SELECT['budgets']"", ""PROJECT['year of #REF', '#1']"", ""PROJECT['budgeted amounts of #REF', '#1']"", ""COMPARATIVE['#1', '#2', 'is 2001 or before']"", ""COMPARATIVE['#4', '#3', 'is greater than 3000']"", ""AGGREGATE['count', '#5']""]","['select', 'project', 'project', 'comparative', 'comparative', 'aggregate']",train
SPIDER_train_1902,"Show each school name, its budgeted amount, and invested amount in year 2002 or after.","return schools ;return names of #1 ;return budgeted amounts of #1 ;return invested amounts of #1 ;return years of #3 ;return years of #4 ;return #3 where #5 is 2002 or  after ;return #4 where #6 is 2002 or  after ;return #2 ,  #7 ,   #8","[""SELECT['schools']"", ""PROJECT['names of #REF', '#1']"", ""PROJECT['budgeted amounts of #REF', '#1']"", ""PROJECT['invested amounts of #REF', '#1']"", ""PROJECT['years of #REF', '#3']"", ""PROJECT['years of #REF', '#4']"", ""COMPARATIVE['#3', '#5', 'is 2002 or after']"", ""COMPARATIVE['#4', '#6', 'is 2002 or after']"", ""UNION['#2', '#7', '#8']""]","['select', 'project', 'project', 'project', 'project', 'project', 'comparative', 'comparative', 'union']",train
SPIDER_train_1903,Show all donor names.,return donor ;return names of  #1,"[""SELECT['donor']"", ""PROJECT['names of #REF', '#1']""]","['select', 'project']",train
SPIDER_train_1904,How many budget record has a budget amount smaller than the invested amount?,return budget  records ;return budget  amounts of  #1 ;return invested amounts of  #1 ;return #1 where  #2 is lower than #3 ;return number of  #4,"[""SELECT['budget records']"", ""PROJECT['budget amounts of #REF', '#1']"", ""PROJECT['invested amounts of #REF', '#1']"", ""COMPARATIVE['#1', '#2', 'is lower than #3']"", ""AGGREGATE['count', '#4']""]","['select', 'project', 'project', 'comparative', 'aggregate']",train
SPIDER_train_1905,"What is the total budget amount for school ""Glenn"" in all years?",return budget amounts ;return #1 for the school Glenn ;return sum of  #2,"[""SELECT['budget amounts']"", ""FILTER['#1', 'for the school Glenn']"", ""AGGREGATE['sum', '#2']""]","['select', 'filter', 'aggregate']",train
SPIDER_train_1906,Show the names of schools with a total budget amount greater than 100 or a total endowment greater than 10.,"return schools ;return budget amounts of #1 ;return total  endowments of #1 ;return #1 where #2 is  greater than  100 ;return #1 where #3 is  greater than  10 ;return #4 ,  #5 ;return names of #6","[""SELECT['schools']"", ""PROJECT['budget amounts of #REF', '#1']"", ""PROJECT['endowments of #REF', '#1']"", ""GROUP['sum', '#3', '#1']"", ""COMPARATIVE['#1', '#2', 'is greater than 100']"", ""COMPARATIVE['#1', '#4', 'is greater than 10']"", ""UNION['#5', '#6']"", ""PROJECT['names of #REF', '#7']""]","['select', 'project', 'project', 'group', 'comparative', 'comparative', 'union', 'project']",train
SPIDER_train_1907,Find the names of schools that have more than one donator with donation amount above 8.5.,return schools ;return donators of  #1 ;return donation amounts of  #2 ;return #2 where  #3 is  higher than 8.5 ;return number of #4 for each #1 ;return #1 where  #5 is  higher than one ;return names of  #6,"[""SELECT['schools']"", ""PROJECT['donators of #REF', '#1']"", ""PROJECT['donation amounts of #REF', '#2']"", ""COMPARATIVE['#2', '#3', 'is higher than 8.5']"", ""GROUP['count', '#4', '#1']"", ""COMPARATIVE['#1', '#5', 'is higher than one']"", ""PROJECT['names of #REF', '#6']""]","['select', 'project', 'project', 'comparative', 'group', 'comparative', 'project']",train
SPIDER_train_1908,Find the number of schools that have more than one donator whose donation amount is less than 8.5.,return schools ;return donators to #1 ;return donations of  #2 ;return amounts of  #3 ;return #2 where #4 is  lower than 8.5 ;return number of  #5 for each  #1 ;return #1 where #6 is  higher than one ;return number of  #7,"[""SELECT['schools']"", ""PROJECT['donators to #REF', '#1']"", ""PROJECT['donations of #REF', '#2']"", ""PROJECT['amounts of #REF', '#3']"", ""COMPARATIVE['#2', '#4', 'is lower than 8.5']"", ""GROUP['count', '#5', '#1']"", ""COMPARATIVE['#1', '#6', 'is higher than one']"", ""AGGREGATE['count', '#7']""]","['select', 'project', 'project', 'project', 'comparative', 'group', 'comparative', 'aggregate']",train
SPIDER_train_191,"For each station, find its latitude and the minimum duration of trips that ended at the station.","return stations ;return latitude of  each #1 ;return trips that  ended at the  #1 ;return minimum duration of  #3 ;return #2 ,  #4","[""SELECT['stations']"", ""PROJECT['latitude of each #REF', '#1']"", ""PROJECT['trips that ended at the #REF', '#1']"", ""PROJECT['duration of #REF', '#3']"", ""GROUP['min', '#4', '#3']"", ""UNION['#2', '#5']""]","['select', 'project', 'project', 'project', 'group', 'union']",train
SPIDER_train_1910,How many buildings are there?,return buildings ;return number of #1,"[""SELECT['buildings']"", ""AGGREGATE['count', '#1']""]","['select', 'aggregate']",train
SPIDER_train_1911,"Show the name, street address, and number of floors for all buildings ordered by the number of floors.","return buildings ;return names of #1 ;return street addresses of #1 ;return floors  of #1 ;return number of  #4 for each  #1 ;return #2 ,  #3 ,   #5 ;return #6 sorted by #5","[""SELECT['buildings']"", ""PROJECT['names of #REF', '#1']"", ""PROJECT['street addresses of #REF', '#1']"", ""PROJECT['floors of #REF', '#1']"", ""GROUP['count', '#4', '#1']"", ""UNION['#2', '#3', '#5']"", ""SORT['#6', '#5']""]","['select', 'project', 'project', 'project', 'group', 'union', 'sort']",train
SPIDER_train_1912,What is the name of the tallest building?,return buildings ;return tallest #1 ;return name of  #2,"[""SELECT['buildings']"", ""PROJECT['tallest #REF', '#1']"", ""PROJECT['name of #REF', '#2']""]","['select', 'project', 'project']",train
SPIDER_train_1913,"What are the average, maximum, and minimum number of floors for all buildings?","return buildings ;return floors of  #1 ;return number of  #2 ;return average of  #3 ;return maximum of  #3 ;return minimum of  #3 ;return #4 ,  #5 ,   #6","[""SELECT['buildings']"", ""PROJECT['floors of #REF', '#1']"", ""AGGREGATE['count', '#2']"", ""AGGREGATE['avg', '#3']"", ""AGGREGATE['max', '#3']"", ""AGGREGATE['min', '#3']"", ""UNION['#4', '#5', '#6']""]","['select', 'project', 'aggregate', 'aggregate', 'aggregate', 'aggregate', 'union']",train
SPIDER_train_1914,Show the number of buildings with a height above the average or a number of floors above the average.,"return buildings ;return heights of #1 ;return the   average  of #2 ;return #1 where #2 is  above #3 ;return floors of #1 ;return the   number of  #5 for each #1 ;return the   average  of #6 ;return #1 where #6 is  above #7 ;return #4 ,  #8 ;return the   number of  #9","[""SELECT['buildings']"", ""PROJECT['heights of #REF', '#1']"", ""AGGREGATE['avg', '#2']"", ""COMPARATIVE['#1', '#2', 'is above #3']"", ""PROJECT['floors of #REF', '#1']"", ""GROUP['count', '#5', '#1']"", ""AGGREGATE['avg', '#6']"", ""COMPARATIVE['#1', '#6', 'is above #7']"", ""UNION['#4', '#8']"", ""AGGREGATE['count', '#9']""]","['select', 'project', 'aggregate', 'comparative', 'project', 'group', 'aggregate', 'comparative', 'union', 'aggregate']",train
